CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U93000HP2016OPC001152,BRAHAMASHTRA SECURITY SERVICES PRIVATELIMITED (OPC),Active,Private(One Person Company),Company limited by Shares,Non-govt company,18-02-16,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","Sharma Niwas Lakkar Bazar Near Shakli Road Shimla , Unclassified HP 171001",RoC-Himachal Pradesh,vipulsood.co@gmail.com,NA,NA
U93000HP2016PTC001113,COMMUNITY TRIPVER PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-01-16,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","Flat No. 221-A Moon International Hotel Complex, Chhota Shimla , Shimla Unclassified HP 171002",RoC-Himachal Pradesh,business@tripver.com,31-03-20,31-03-20
U93000HP2016PTC001154,DREAMFILL NETWORK MARKETING INDIAPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-02-16,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","c/o Sohan Singh Thakur VPO Kandrour, Tehsil Sadar BILASPUR , Bilaspur Unclassified HP 174004",RoC-Himachal Pradesh,caghumarwin@gmail.com,31-03-17,31-03-18
U93000HP2016PTC006210,INDUCTIVE SECURITY FUNCTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,30-04-16,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","#269/10, CHANGER COLONY P.O BSL COLONY SUNDERNAGAR , Mandi Unclassified HP 175002",RoC-Himachal Pradesh,ashwanikumar88.hp@gmail.com,NA,NA
U93000HP2016PTC006212,SUBCON AWAKENERS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-05-16,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","VPO SINGAN TEHSIL-HAROLI, DISTT UNA UNA , Una Unclassified HP 176601",RoC-Himachal Pradesh,ahs2976@gmail.com,NA,NA
U93000HP2017PTC006565,HIMALAYAN MYSTERIES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-04-17,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","VILLAGE- PATTI, POST OFFICE -KOTI SUB TEHSIL- JUNGA SHIMLA , Shimla Unclassified HP 171012",RoC-Himachal Pradesh,mdhimalayanmysteries@gmail.com,31-03-18,NA
U93000HP2017PTC006606,JOANNA TOURISM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-05-17,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","Village and Post office Vashisth Tehsil Manali Mandi , Kulu Unclassified HP 175103",RoC-Himachal Pradesh,returns.awc@gmail.com,NA,NA
U93000HP2017PTC006609,HIMALAYAN SURVEYING SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-05-17,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","259/1, SHAKTI COLONY DEVI NAGAR PAONTA SAHIB , Sirmaur Unclassified HP 173025",RoC-Himachal Pradesh,anilhss@yahoo.com,31-03-20,31-03-20
U93000HP2017PTC006758,ULTIMATE FIGHTING LEAGUE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-10-17,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","WARD NO. 2 VILLAGE GAGANI, TEHSIL NIRMAND DISTT KULLU , Kulu Unclassified HP 172002",RoC-Himachal Pradesh,SUKHDEV052@GMAIL.COM,31-03-18,31-03-18
U93000HP2017PTC006810,NEXEL METVEL ENTERPRISE MARKETINGPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-12-17,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","VILLAGE DIOTHI, P.O. BAHADURPUR TEHSIL INDORA INDORA , Kangra Unclassified HP 176058",RoC-Himachal Pradesh,sunilmehra983@gmail.com,31-03-18,31-03-18
U93000HP2017PTC006811,DEV RUDHRA INNOVATION FILM PRODUCTIONPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-12-17,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","VILLAGE BHATER POST OFFICE MOHIN TEHSIL AND DISTT HAMIRPUR , Hamirpur Unclassified HP 177001",RoC-Himachal Pradesh,SHIPRA.053@GMAIL.COM,31-03-19,31-03-19
U93000HP2018PTC006883,SNOW N. SUN TOUR AND TRAVELS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,28-02-18,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","SHOP NO. 12, BLOCK NO. 20 SDA COMPLEX KASUMPTI SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,SUKHDEV052@GMAIL.COM,NA,NA
U93000HP2018PTC006948,ASIANCLASSIC TRAVELS INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,02-04-18,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","C/o Himachal Tour and Travel Nr eagle service center, Upper Shamnagar DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,admin@asianclassictravels.com,31-03-20,31-03-20
U93000HP2018PTC007000,HIM GIS MAPPING & SURVEY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-05-18,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","H.NO. 65/13, Banshtu Niwas, Ground Floor Middle Kuftadhar, SHIMLA , Shimla Unclassified HP 171003",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,NA,NA
U93000HP2018PTC007020,SMARYA HOLIDAYS PRIVATE LIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,17-05-18,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","C/O MADAN GOPAL SHARMA, 1ST FLOOR VILL MANLA, P.O. ROURI, VIA TOTU SHIMLA , Shimla Unclassified HP 171011",RoC-Himachal Pradesh,hp031111@gmail.com,31-03-19,31-03-19
U93000HP2018PTC007071,CORETRIPPERS PLANET TRAVELS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,20-06-18,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","D-154,PUKHRI ROAD, NEAR YOG MANAV TRUST KANDA PUKHRI, POST OFFICE - BANIKHET DALHOUSIE , Chamba Unclassified HP 176303",RoC-Himachal Pradesh,team@trippersplanet.com,31-03-20,31-03-20
U93000HP2018PTC007112,APGREENERGIZE SOLAR SYSTEM PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,01-08-18,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","HATWAS NAGROTA BAGWAN DISTT. KANGRA , Kangra Unclassified HP 176047",RoC-Himachal Pradesh,akparkash2009@gmail.com,NA,NA
U93000HP2018PTC007134,YASTIKA COMMUNICATION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-08-18,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","B/NAME ANAND COMPLEX SHOP NO.-20 MALL ROAD SOLAN TEH. AND DISTT-SOLAN SOLAN , Solan Unclassified HP 173211",RoC-Himachal Pradesh,unique60000@gmail.com,31-03-20,31-03-20
U93000HP2018PTC007165,RIGHT SQUAD SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-18,Himachal Pradesh,1000000,1000000,93000,"Other community, social and personal service activities","PRARTHNA NIWAS VPO BAGHNI DHARAMSHALA , Kangra Unclassified HP 176057",RoC-Himachal Pradesh,MOHITOFFICE1@GMAIL.COM,31-03-20,31-03-20
U93000HP2018PTC007210,UTSAAH DIAL ON SERVICE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-10-18,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","VILL BHUP PUR NEAR WATER TANK BHUPUR PAONTA SAHIB , Sirmaur Unclassified HP 173025",RoC-Himachal Pradesh,nawlesh32@gmail.com,31-03-20,31-03-20
U93000HP2018PTC007226,GIVERNEY INDIA INFRA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-11-18,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","36/2,MASHOBRA KASAULI SOLAN , Solan Unclassified HP 173204",RoC-Himachal Pradesh,ssoodca@gmail.com,NA,NA
U93000HP2018SGC006828,SHIMLA SMART CITY LIMITED,Active,Public,Company limited by Shares,State Govt company,01-01-18,Himachal Pradesh,500000,70000,93000,"Other community, social and personal service activities","2nd Floor,Community Centre Building Sector-II, New Shimla,Shimla,HP,India Shimla , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,mcsshimla@yahoo.com,NA,NA
U93000HP2019OPC007637,EROTH PICTURES (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,27-09-19,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","C/O RAJ KUMAR, MANJGRAM SHAHPUR , Kangra Unclassified HP 176206",RoC-Himachal Pradesh,MOHITOFFICE1@GMAIL.COM,31-03-20,31-03-20
U93000HP2019PTC007333,MJM CONSULTANT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-02-19,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","HNO. 210 WARD NO 4 KALAS SARKAGHAT MANDI , Mandi Unclassified HP 175024",RoC-Himachal Pradesh,ajayrajput09@yahoo.com,31-03-20,31-03-20
U93000HP2019PTC007371,BACKSPACE MARKETING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-03-19,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","SECTOR 1 PLOT NO.8 PARWANOO , Solan Unclassified HP 173220",RoC-Himachal Pradesh,OUTLOOKGAURAV001@GMAIL.COM,31-03-20,31-03-20
U93000HP2019PTC007387,SSNC INFRASTRUCTURE & ENGINEERS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,14-03-19,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","KHASRA NUMBER 880 VILLAGE KHANIARA DHARAMSHALA , Kangra Unclassified HP 176001",RoC-Himachal Pradesh,MOHITOFFICE1@GMAIL.COM,NA,NA
U93000HP2019PTC007553,SALON DIAL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-07-19,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","Mahal Banuri, Shastri Nagar, Ward No.2, Palampur, Teh- Palampur, Distt - Kangra Palampur , Kangra Unclassified HP 176061",RoC-Himachal Pradesh,sarwankumarraj@gmail.com,31-03-20,31-03-20
U93000HP2019PTC007759,SAFE FUTURE COMPLETE SOLUTIONS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,26-12-19,Himachal Pradesh,1000000,100000,93000,"Other community, social and personal service activities","Vill Sihal, Badi, PO Dehar, Tehsil Sunder Nagar , Mandi Unclassified HP 175030",RoC-Himachal Pradesh,Icfsdehar70@gmail.com,31-03-20,31-03-20
U93000HP2020PTC007822,GN ENGINEER SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-02-20,Himachal Pradesh,100000,10000,93000,"Other community, social and personal service activities","S-21, SECOND FLOOR, HOMELAND CITY MALL(BIG BAZZAR),THE BADDI SOLAN , Solan Unclassified HP 173205",RoC-Himachal Pradesh,parmindersinghd9@gmail.com,NA,NA
U93000HP2020PTC007919,RIGHTJOBS4YOU PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-20,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","C/o Kaushlya Devi, Vill. Palwhan P.O Jamni Sarkaghat , Mandi Unclassified HP 175049",RoC-Himachal Pradesh,support@meraprofit.com,NA,NA
U93000HP2020PTC008001,APK HUMAN RESOURCE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-08-20,Himachal Pradesh,100000,100000,93000,"Other community, social and personal service activities","C/O SHAKTI CHAND JADRANGAL, NAGROTA BAGWAN KANGRA , Kangra Unclassified HP 176047",RoC-Himachal Pradesh,APKHUMANRESOURCE@GMAIL.COM,NA,NA
U93000HP2021PTC008296,ADUS MEDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-01-21,Himachal Pradesh,300000,300000,93000,"Other community, social and personal service activities","BANGANA, MAIN MARKET, NEAR CENTRAL BANK OF INDIA, UNA UNA Una UNA , Una Unclassified HP 174307",RoC-Himachal Pradesh,umabind@gmail.com,NA,NA
U93000HP2021PTC008302,LYNSLER SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-01-21,Himachal Pradesh,100000,20000,93000,"Other community, social and personal service activities","3132 NAINGAL SANDHOLE , Mandi Unclassified HP 176090",RoC-Himachal Pradesh,nikhilkondal1@gmail.com,NA,NA
U93020HP2019PTC007498,HOUSE OF BEAU N GLAM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-19,Himachal Pradesh,100000,100000,93020,"Other community, social and personal service activities","MBC-135, NEAR ZONAL HOSPITAL ADJACENT SIGMA LAB, HOSPITAL ROAD SOLAN , Solan Unclassified HP 173212",RoC-Himachal Pradesh,rocfiling2010@gmail.com,31-03-20,31-03-20
U93030HP2018PTC006838,JORASSO SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-01-18,Himachal Pradesh,100000,100000,93030,"Other community, social and personal service activities","GURUDWARA ROAD KOTWALI BAZAR DHARAMSHALA DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,dharamshala74@gmail.com,NA,NA
U93090HP1997PTC019521,SUKUMAR SERVICE STATION PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,28-02-97,Himachal Pradesh,1000000,102000,93090,"Other community, social and personal service activities","P O RAGHUNATHPURDISTT BILASPUR HIMACHAL PRADESH , Unclassified HP 000000",RoC-Himachal Pradesh,RRH@CONSULTANT.COM,31-03-09,31-03-09
U93090HP2006PTC030584,K.A.S. CORPORATE CONSULTANTS PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,20-11-06,Himachal Pradesh,100000,0,93090,"Other community, social and personal service activities","PACCA TANK NEAR LAKHDATTA PEER NAHAN , Unclassified HP 173001",RoC-Himachal Pradesh,vickydattachd@yahoo.co.in,NA,NA
U93090HP2009PTC031110,V-EXPLORE SOFTWARE SOLUTION PRIVATELIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,01-06-09,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","BOTHWELL HOTEL SET NO 3, SANJAULI ROAD SHIMLA , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,akshisahni@gmail.com,31-03-11,31-03-11
U93090HP2011PTC031755,HIM EMPLOYMENT PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,15-09-11,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VPO AGAHAR TEH FATEHPUR DISTT KANGRA , Kangra Unclassified HP 176058",RoC-Himachal Pradesh,bhanuuday.singh@yahoo.com,NA,NA
U93090HP2015OPC001091,CURIO TOURS AND TRAVELS OPC PRIVATELIMITED,Strike Off,Private(One Person Company),Company limited by Shares,Non-govt company,07-12-15,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","DHAMETA ROAD, NEAR ICE FACTORY, VPO JASSUR, TEHSIL NURPUR, KANGRA , Unclassified HP 176022",RoC-Himachal Pradesh,gouravdutt999@gmail.com,31-03-17,31-03-17
U93090HP2016OPC006432,ANDRETTA ARTS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,26-12-16,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VILL. ANDRETTA P.O. PANCHRUKHI PALAMPUR PALAMPUR , Kangra Unclassified HP 176103",RoC-Himachal Pradesh,awasthisonu2016@gmail.com,NA,NA
U93090HP2016PTC006428,KASAULI SHIVALIK HILLS RESORTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,22-12-16,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","Shiva Road, Village Khajret Tehsil, Kasauli, Distt. Solan Himachal Pradesh , Solan Unclassified HP 173204",RoC-Himachal Pradesh,Gurjit_s_grewal@hotmail.com,NA,NA
U93090HP2017NPL006686,HIMALAYAN BIODIVERSITY FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,20-07-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VILLAGE BEHAL, POST OFFICE PAIRI TEHSIL & DISTT MANDI MANDI , Mandi Unclassified HP 175001",RoC-Himachal Pradesh,atultiwari87@gmail.com,31-03-20,31-03-20
U93090HP2017OPC006524,MYSTICAL FULFILL DESIRE (OPC) PRIVATELIMITED,Strike Off,Private(One Person Company),Company limited by Shares,Non-govt company,16-03-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","Madanpura Basoli, Tehsil & Distt. Una Una , Una Unclassified HP 174303",RoC-Himachal Pradesh,nitin.raizada2000@gmail.com,NA,NA
U93090HP2017OPC006756,HOLISTIC HOME STAYS (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,04-10-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","WARD NO. - 5 GAMROO DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,holistichomestays@gmail.com,NA,NA
U93090HP2017OPC006808,SUJATICA RECRUITS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,11-12-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/o Smt Meena, Shop No. 8, Ram Complex Near Axis Bank Nalagarh , Solan Unclassified HP 174101",RoC-Himachal Pradesh,rakesh.hr03@gmail.com,31-03-20,31-03-20
U93090HP2017PTC006501,PANDEY MARKETING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-02-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","FRIENDS APARTMENTS SET NO A 3 ANNDALE SHIMLA , Shimla Unclassified HP 171003",RoC-Himachal Pradesh,NIRAJ20072000@GMAIL.COM,31-03-20,31-03-20
U93090HP2017PTC006516,MYLEX INFOTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-03-17,Himachal Pradesh,1000000,1000000,93090,"Other community, social and personal service activities","VPO RAKKAR BEHARI TEH BAIJNATH BAIJNATH , Kangra Unclassified HP 176063",RoC-Himachal Pradesh,mylexinfotech@gmail.com,31-03-20,31-03-20
U93090HP2017PTC006545,ASD POSH CONSULTING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-04-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","PINE VIEW, OPP. ASHIANA PARKING CHOTTA SHIMLA URBAN (T), SHIIMLA EAST SHIMLA , Shimla Unclassified HP 171002",RoC-Himachal Pradesh,OFFICEINDIA123@GMAIL.COM,NA,NA
U93090HP2017PTC006562,NAYLA ENTERTAINMENT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-04-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","FIRST FLOOR, VILLAGE BABELI, P.O. BABELI KULLU , Kulu Unclassified HP 175138",RoC-Himachal Pradesh,zubair83akhtar@gmail.com,31-03-18,31-03-18
U93090HP2017PTC006583,JANARTHA ADVERTISING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-04-17,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","Katiyar Cottage, Ground Floor Near Local Bus Stand, Sanjauli Shimla , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,advt.janartha@gmail.com,31-03-20,31-03-20
U93090HP2017PTC006592,HIMALYAN ENVIRONMENT CONSERVATION ANDORIENTATION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-05-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","Village Shamshi B.No. 2 P.O. Shamsht Tehsil Bhuntar Kullu , Kulu Unclassified HP 175125",RoC-Himachal Pradesh,neha.iwish@gmail.com,31-03-20,31-03-20
U93090HP2017PTC006607,YUG TOURISM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-05-17,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","Village Upper Pandoh, P.O. Pandoh Tehsil Sadar Distt.Mandi Mandi , Mandi Unclassified HP 175124",RoC-Himachal Pradesh,returns.awc@gmail.com,NA,NA
U93090HP2017PTC006615,SEHAJNATH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","SHOP NO. 8, MC MARKETING COMPLEX KOTWALI BAZAR DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,bhartiabhi1010@gmail.com,31-03-20,31-03-20
U93090HP2017PTC006644,GAGGAL CONSTRUCTION PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-06-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","V.P.O. SIDHPUR (SIDHBARI) DHARAMSHALA DHARAMSHALA , Kangra Unclassified HP 176057",RoC-Himachal Pradesh,dharamshala69@gmail.com,NA,NA
U93090HP2017PTC006679,MAYFLOWER RESORT AND SPA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-07-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","V.P.O - BAGLI DHARAMSHALA DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,maneeshbhatia.leo@gmail.com,31-03-20,31-03-20
U93090HP2017PTC006700,MOOCH MOUNTAIN TOURS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-08-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","SARASWATI NAGAR ZIKLI, BAROL DHARAMSHALA , Kangra Unclassified HP 176215",RoC-Himachal Pradesh,moochmountaintours@gmail.com,NA,NA
U93090HP2017PTC006816,OXYGEN ADVENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-12-17,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","Vivek Thakur S/O Vidya Sagar,House No.63 Ward No.2,Nr Police Statn Sarkaghat VPO Sarkaghat , Mandi Unclassified HP 175024",RoC-Himachal Pradesh,vivek.sec16@gmail.com,31-03-19,31-03-19
U93090HP2018NPL007161,SABHI NAVODAYA HO FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,20-09-18,Himachal Pradesh,100000,50000,93090,"Other community, social and personal service activities","House No. 80, Dhawali Badehar, PO Lagdhar, Tehsil Kotli, Dist Mandi, Kotli , Mandi Unclassified HP 175003",RoC-Himachal Pradesh,niteshrana1794@gmail.com,31-03-20,31-03-20
U93090HP2018OPC006995,BRIJESHWAR ENTERPRISES (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,27-04-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","S/o Shri Hitender Sharma, Ground Floor N.K.Nanda Building Near Power House Totu SHIMLA , Shimla Unclassified HP 171011",RoC-Himachal Pradesh,dixit.sharma396@gmail.com,31-03-19,31-03-19
U93090HP2018PTC006846,SARK OCEAN QUALITY SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-01-18,Himachal Pradesh,50000,50000,93090,"Other community, social and personal service activities","Toka Nagia (125), Ganguwala Jamniwala Sirmour Paonta Sahib , Sirmaur Unclassified HP 173025",RoC-Himachal Pradesh,sharafat786hp@gmail.com,NA,NA
U93090HP2018PTC006866,NOMAD LEISURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-02-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","VILLAGE- KHATROD PO- PANYALI, TEHSIL- NADAUN HAMIRPUR , Hamirpur Unclassified HP 177040",RoC-Himachal Pradesh,itika@nomadbikers.com,31-03-20,31-03-20
U93090HP2018PTC006867,INDIAN SAGA TOURS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-02-18,Himachal Pradesh,1000000,300000,93090,"Other community, social and personal service activities","C/O Nand Lal Sharma, Sharma Niwas, 1st Floor,Vill Patti, P.O. Koti, TEHSIL JUNGA , Shimla Unclassified HP 171012",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,31-03-20,31-03-20
U93090HP2018PTC006898,JAIDEV FIRE SAFETY MANAGEMENT INDIAPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-03-18,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","C/o Vijay Kumar Vill Nerchowk PO Nerchowk, Tehsil Balh NERCHOWK , Mandi Unclassified HP 175008",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,NA,NA
U93090HP2018PTC006928,HIMSHIKHAR EXPEDITION & TREKKING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-03-18,Himachal Pradesh,1000000,100000,93090,"Other community, social and personal service activities","House No. 153, Ground Floor,Ward No. 1, Pipty, PO & Tehsil Rampur Bushahr RAMPUR BUSHAHR , Shimla Unclassified HP 172001",RoC-Himachal Pradesh,kameshbhardwaj58@gmail.com,31-03-20,31-03-20
U93090HP2018PTC006981,SPAIL ONSAYARA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-04-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/O ONKAR CHAND MACHHAN, MOHIT NIWAS, GROUND FLOOR, CEMETARY, SANJAULI , Shimla Unclassified HP 171006",RoC-Himachal Pradesh,hpcorporateservices@gmail.com,NA,NA
U93090HP2018PTC007025,PTW HOLIDAYS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-05-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/O KASHYAP COTTAGE PANTHAGHATI SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,SUKHDEV052@GMAIL.COM,31-03-19,31-03-19
U93090HP2018PTC007126,VANITIN THREE COMMAS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-08-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","Premlata Appartments 4th Floor Near DAV School Sec 4, New Shimla SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,yaadnitin@yahoo.com,NA,NA
U93090HP2018PTC007167,INFINIT FITNESS SUPPLEMENTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,20-09-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","SET NO 802 BASANT VIHAR KASUMPTI SHIMLA , Shimla Unclassified HP 171009",RoC-Himachal Pradesh,CSSUKHDEV052@GMAIL.COM,31-03-20,31-03-20
U93090HP2018PTC007179,KRISHNACREER PLACEMENTS AND SERVICESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-09-18,Himachal Pradesh,100000,100000,93090,"Other community, social and personal service activities","C/O Arvind Kumar, UP Mohal, Shiv Nagar Mouza Bajuri, Tehsil/Distt. Hamirpur HAMIRPUR , Hamirpur Unclassified HP 177001",RoC-Himachal Pradesh,harishkumar9857@gmail.com,NA,NA
